E(keV)	tissue(ICRU44)	water	bonecortical(ICRU44)	adipose	aria	Al	Ca	Fe	C	Cu	Ag	Sn	Ba	Si	CsI	GadOX	polietilene	PMMA	teflon	glass(Pyrex)	Pb	CdTe	ZnSe(Te)	W	Mo	PMMA(wat1999)	Poliossimetilene	CaCl2	etanolo	CaCl2_H2O_100	CaCl2_etanolo_150	CaCl2_etanolo_50	Ottone(Cu_06_Zn_04)	Au	Mg	Ti	mix	H	HA_800mg_Idrossiapatite_in_water	HA_200mg_Idrossiapatite_in_water	HA_100mg_Idrossiapatite_in_water	HA_50mg_Idrossiapatite_in_water	I
104.5	0.177	0.168	0.346	0.159	0.000	0.448	0.346	2.693	0.247	3.750	13.852	10.913	0.686	0.415	8.214	17.366	0.154	0.193	0.318	0.361	56.296	8.881	5.674	76.7930642650224	1	0.1843	0.218143691477492	0.476386422363885	0.128980635235596	0.185468437236204	0.164598289550152	0.145224331825438	5.174	89.1	0.02871	1.15	0.726	0.0206977132600639	0.272	0.194	0.181	0.174	8.60159567575798
105.0	0.177	0.168	0.346	0.159	0.000	0.445	0.346	2.669	0.247	3.710	13.685	10.781	0.676	0.412	8.113	17.155	0.154	0.193	0.318	0.361	55.615	8.771	5.582	75.8892446566431	1	0.1843	0.218051850320028	0.472929224233046	0.128946850641036	0.185098434276896	0.164279822186204	0.145121612940579	5.132	88.1	0.02854	1.14	0.726	0.0206750675642858	0.271	0.194	0.181	0.174	8.4963014990474
105.5	0.176	0.168	0.344	0.158	0.000	0.445	0.344	2.646	0.247	3.670	13.520	10.651	0.669	0.412	8.014	16.947	0.154	0.193	0.317	0.359	55.048	8.663	5.491	75.0001982713695	1	0.1842	0.217964123851304	0.469520237405669	0.128915189589612	0.18473458563292	0.16396696843687	0.145022354288941	5.090	86.9	0.02854	1.13	0.725	0.0206525043701736	0.27	0.194	0.181	0.174	8.39283175513232
106.0	0.176	0.168	0.342	0.158	0.000	0.443	0.342	2.622	0.247	3.640	13.359	10.523	0.658	0.410	7.916	16.742	0.154	0.192	0.317	0.359	54.367	8.557	5.402	74.125588202417	1	0.1842	0.217880443235283	0.466158516975531	0.128885616800842	0.184376781828972	0.163659627748269	0.144926496979531	5.050	86.0	0.02836	1.12	0.725	0.0206300224585796	0.269	0.193	0.181	0.174	8.29114600052316
106.5	0.176	0.167	0.342	0.158	0.000	0.443	0.342	2.598	0.247	3.600	13.200	10.398	0.651	0.410	7.821	16.541	0.154	0.192	0.317	0.359	53.686	8.454	5.315	73.2650877076973	1	0.1841	0.217800741161756	0.462843141608308	0.128858097766178	0.184024915932084	0.163357701923847	0.144833983462551	5.009	85.0	0.02836	1.12	0.725	0.0206076206047434	0.268	0.192	0.18	0.173	8.19120487753031
107.0	0.176	0.167	0.340	0.158	0.000	0.440	0.340	2.583	0.247	3.570	13.044	10.274	0.644	0.408	7.727	16.344	0.154	0.192	0.316	0.357	53.118	8.352	5.229	72.4183798311374	1	0.1841	0.217724951804703	0.459573212832008	0.128832598728203	0.183678883479291	0.163061095056732	0.144744757491862	4.970	84.0	0.02836	1.11	0.725	0.0205852975786323	0.267	0.192	0.179	0.173	8.09297008016877
107.5	0.176	0.167	0.340	0.157	0.000	0.440	0.340	2.559	0.247	3.540	12.891	10.153	0.637	0.405	7.634	16.149	0.154	0.192	0.316	0.357	52.437	8.252	5.145	71.5851570405323	1	0.1840	0.217653010782	0.456347854352317	0.128809086660489	0.183338582407738	0.162769713464378	0.144658764088696	4.930	82.9	0.02819	1.10	0.725	0.020563052145212	0.266	0.192	0.179	0.173	7.99640432128504
108.0	0.175	0.167	0.338	0.157	0.000	0.440	0.338	2.535	0.247	3.500	12.741	10.034	0.627	0.405	7.543	15.958	0.154	0.190	0.316	0.357	51.870	8.154	5.062	70.7651208811492	1	0.1840	0.21758485511642	0.453166211391873	0.128787529248105	0.183003912987111	0.162483465625406	0.144575949506561	4.892	81.9	0.02819	1.09	0.725	0.0205408830647318	0.265	0.192	0.179	0.173	7.90147130085696
108.5	0.175	0.166	0.338	0.157	0.000	0.437	0.338	2.512	0.247	3.470	12.593	9.917	0.620	0.403	7.454	15.771	0.154	0.190	0.315	0.355	51.302	8.058	4.980	69.9579816442806	1	0.1840	0.217520423197884	0.450027450052499	0.128767894868725	0.182674777754314	0.162202262118553	0.144496261197294	4.854	81.0	0.02801	1.09	0.725	0.0205187890930358	0.264	0.19	0.178	0.172	7.80813567541992
109.0	0.175	0.166	0.336	0.157	0.000	0.437	0.336	2.496	0.247	3.440	12.447	9.801	0.613	0.403	7.366	15.586	0.154	0.190	0.315	0.355	50.621	7.964	4.900	69.1634580500182	1	0.1840	0.217459654746908	0.44693075669951	0.128750152574347	0.182351081450304	0.161926015563669	0.144419647778214	4.816	80.2	0.02801	1.08	0.725	0.0204967689818016	0.263	0.19	0.178	0.172	7.71636302857425
109.5	0.175	0.166	0.336	0.157	0.000	0.435	0.336	2.472	0.247	3.410	12.304	9.688	0.606	0.401	7.280	15.404	0.154	0.190	0.315	0.355	50.054	7.872	4.822	68.3812769435528	1	0.1839	0.217402490779217	0.44387533736719	0.128734272073575	0.182032730959005	0.161654640564652	0.144346059000351	4.779	79.2	0.02801	1.07	0.725	0.0204748214788585	0.262	0.19	0.178	0.172	7.6261198425309
110.0	0.174	0.166	0.334	0.156	0.000	0.435	0.334	2.457	0.247	3.380	12.163	9.576	0.599	0.401	7.195	15.226	0.154	0.190	0.315	0.352	49.486	7.781	4.745	67.6111730043448	1	0.1839	0.217348873571461	0.440860417184643	0.128720223714452	0.18171963524821	0.161388053654268	0.144275445717685	4.743	78.3	0.02784	1.07	0.725	0.0204529453284188	0.261	0.19	0.178	0.172	7.53737347065483
110.5	0.174	0.166	0.334	0.156	0.000	0.432	0.334	2.433	0.247	3.350	12.025	9.467	0.592	0.398	7.111	15.050	0.154	0.189	0.314	0.352	48.919	7.692	4.669	66.8528884675462	1	0.1839	0.217298746628017	0.4378852398212	0.128707978467834	0.181411705312418	0.161126173240789	0.144207759857382	4.707	77.5	0.02784	1.06	0.725	0.020431139271357	0.261	0.19	0.178	0.172	7.45009211096616
111.0	0.174	0.165	0.332	0.156	0.000	0.432	0.332	2.417	0.247	3.320	11.889	9.359	0.585	0.398	7.029	14.878	0.154	0.189	0.314	0.352	48.351	7.604	4.594	66.1061728570776	1	0.1839	0.217252054648823	0.434949066950628	0.128697507911263	0.181108854117511	0.160868919556361	0.144142954390976	4.672	76.5	0.02784	1.05	0.725	0.0204094020454573	0.259	0.189	0.177	0.171	7.36424478056245
111.5	0.174	0.165	0.332	0.156	0.000	0.432	0.332	2.394	0.247	3.290	11.755	9.253	0.578	0.396	6.948	14.708	0.154	0.189	0.314	0.350	47.897	7.518	4.521	65.37078272981	1	0.1838	0.217208743498207	0.432051177733417	0.12868878421335	0.18081099654722	0.160616214607056	0.144080983306464	4.637	75.5	0.02767	1.05	0.725	0.0203877323856771	0.259	0.188	0.177	0.171	7.27980129092524
112.0	0.173	0.165	0.330	0.155	0.000	0.429	0.330	2.378	0.247	3.260	11.624	9.148	0.571	0.396	6.869	14.541	0.154	0.189	0.314	0.350	47.330	7.434	4.449	64.6464814303304	1	0.1838	0.217168760174684	0.429190868316451	0.128681780118621	0.180518049351303	0.160367982124524	0.144021801581288	4.602	74.8	0.02767	1.04	0.726	0.0203661290243814	0.258	0.188	0.177	0.171	7.19673222407754
112.5	0.173	0.165	0.330	0.155	0.000	0.429	0.330	2.362	0.247	3.240	11.494	9.045	0.564	0.394	6.791	14.376	0.154	0.189	0.314	0.350	46.762	7.351	4.379	63.9330388557744	1	0.1838	0.217132052781677	0.42636745134939	0.128676468932835	0.180229931095372	0.160124147519219	0.143965365156158	4.568	74.0	0.02749	1.03	0.726	0.020344590691591	0.257	0.188	0.177	0.171	7.11500890955845
113.0	0.173	0.164	0.328	0.155	0.000	0.426	0.328	2.346	0.247	3.210	11.367	8.944	0.560	0.394	6.714	14.214	0.154	0.188	0.313	0.348	46.308	7.270	4.309	63.2302312302782	1	0.1838	0.217098570499138	0.423580255517133	0.128672824508738	0.179946562112323	0.159884637835106	0.143911630909707	4.535	73.0	0.02749	1.03	0.726	0.0203231161152078	0.256	0.187	0.175	0.17	7.03460340218436
113.5	0.173	0.164	0.328	0.155	0.000	0.426	0.328	2.323	0.247	3.180	11.242	8.845	0.553	0.391	6.638	14.055	0.154	0.188	0.313	0.348	45.741	7.190	4.241	62.5378408885891	1	0.1838	0.217068263556027	0.420828625087745	0.12867082123225	0.179667864455289	0.159649381705809	0.143860556633915	4.502	72.3	0.02749	1.02	0.726	0.0203017040212575	0.255	0.187	0.175	0.17	6.95548846056555
114.0	0.173	0.164	0.328	0.155	0.000	0.426	0.328	2.307	0.247	3.150	11.119	8.747	0.546	0.391	6.564	13.898	0.154	0.188	0.313	0.348	45.287	7.112	4.174	61.8556560683878	1	0.1838	0.217041083203633	0.418111919475281	0.128670434009065	0.179393761852075	0.159418309312157	0.143812101010321	4.469	71.5	0.02732	1.01	0.726	0.0202803531341067	0.254	0.187	0.175	0.17	6.87763752635063
114.5	0.172	0.164	0.326	0.154	0.000	0.424	0.326	2.291	0.247	3.130	10.998	8.650	0.539	0.391	6.490	13.744	0.154	0.188	0.313	0.346	44.833	7.035	4.108	61.1834707109793	1	0.1838	0.21701698168969	0.415429512816922	0.128671638251647	0.179124179661022	0.159191352341063	0.143766223586939	4.437	70.7	0.02732	1.01	0.726	0.0202590621766924	0.254	0.186	0.175	0.17	6.80102470416985
115.0	0.172	0.163	0.326	0.154	0.000	0.424	0.326	2.276	0.247	3.100	10.878	8.555	0.536	0.389	6.418	13.592	0.154	0.188	0.312	0.346	44.265	6.959	4.043	60.5210842699105	1	0.1838	0.216995912233277	0.41278079356391	0.128674409866621	0.178859044828235	0.158968443945685	0.143722884755907	4.405	69.9	0.02732	1.00	0.726	0.0202378298707283	0.252	0.185	0.174	0.169	6.72562474225199
115.5	0.172	0.163	0.325	0.154	0.000	0.421	0.325	2.260	0.247	3.070	10.761	8.462	0.529	0.389	6.347	13.443	0.154	0.187	0.312	0.346	43.811	6.885	3.980	59.8683015271706	1	0.1838	0.216977829000462	0.410165164085757	0.128678725242522	0.178598285846149	0.158749518706848	0.143682045731806	4.374	69.2	0.02714	1.00	0.726	0.0202166549369268	0.252	0.185	0.174	0.169	6.65141301368877
116.0	0.172	0.163	0.325	0.154	0.000	0.421	0.325	2.244	0.247	3.050	10.645	8.370	0.522	0.387	6.277	13.296	0.154	0.187	0.312	0.343	43.357	6.812	3.917	59.2249324166612	1	0.1838	0.216962687080674	0.40758204028725	0.12868456123792	0.178341832713353	0.158534512595641	0.143643668530633	4.343	68.4	0.02714	0.99	0.726	0.0201955360951952	0.251	0.185	0.174	0.168	6.57836549832246
116.5	0.171	0.163	0.323	0.154	0.000	0.421	0.323	2.228	0.247	3.030	10.532	8.279	0.518	0.387	6.209	13.151	0.154	0.187	0.312	0.343	42.903	6.740	3.856	58.5907918545643	1	0.1838	0.216950442463774	0.405030851237746	0.128691895169879	0.178089616895669	0.158323362937192	0.14360771594943	4.313	67.6	0.02714	0.99	0.726	0.0201744720648505	0.25	0.185	0.174	0.168	6.50645876523409
117.0	0.171	0.163	0.323	0.153	0.000	0.418	0.323	2.213	0.247	3.000	10.420	8.190	0.511	0.384	6.141	13.009	0.154	0.187	0.312	0.343	42.449	6.670	3.795	57.9656995763232	1	0.1838	0.216941052017797	0.40251103881236	0.12870070480276	0.177841571288401	0.158116008375545	0.143574151546499	4.283	67.0	0.02697	0.98	0.727	0.0201534615648207	0.25	0.185	0.174	0.168	6.4356699558091
117.5	0.171	0.162	0.323	0.153	0.000	0.418	0.323	2.197	0.247	2.980	10.310	8.102	0.504	0.384	6.075	12.868	0.154	0.187	0.312	0.343	41.995	6.601	3.736	57.3494799799414	1	0.1838	0.216934473467347	0.400022057344565	0.128710968337347	0.177597630179741	0.157912388839611	0.143542939622234	4.253	66.3	0.02697	0.98	0.727	0.0201325033138115	0.248	0.184	0.173	0.167	6.36597676735941
118.0	0.171	0.162	0.321	0.153	0.000	0.418	0.321	2.181	0.247	2.960	10.201	8.016	0.501	0.382	6.009	12.730	0.154	0.186	0.311	0.341	41.541	6.532	3.677	56.741961975323	1	0.1838	0.216930665372628	0.397563373289802	0.128722664400282	0.177357729215277	0.157712445510166	0.143514045200512	4.224	65.5	0.02697	0.97	0.727	0.0201115960305335	0.248	0.183	0.173	0.167	6.29735743728158
118.5	0.171	0.162	0.321	0.153	0.000	0.416	0.321	2.165	0.247	2.930	10.094	7.931	0.494	0.382	5.944	12.594	0.154	0.186	0.311	0.341	41.087	6.466	3.620	56.1429788393625	1	0.1839	0.216929587109078	0.395134464899722	0.128735772033812	0.177121805363568	0.157516120787843	0.143487434010631	4.195	64.9	0.02680	0.97	0.727	0.020090738433855	0.247	0.183	0.173	0.167	6.22979072773094
119.0	0.170	0.162	0.319	0.153	0.000	0.416	0.319	2.150	0.247	2.900	9.989	7.847	0.490	0.382	5.881	12.460	0.154	0.186	0.311	0.341	40.633	6.400	3.564	55.5523680765618	1	0.1839	0.216931198847591	0.392734821906649	0.128750270685818	0.17688979688276	0.157323358262086	0.143463072469801	4.166	64.1	0.02680	0.96	0.727	0.0200699292430299	0.246	0.183	0.173	0.167	6.16325591079313
119.5	0.170	0.162	0.319	0.152	0.000	0.416	0.319	2.134	0.247	2.890	9.886	7.764	0.483	0.380	5.818	12.329	0.154	0.186	0.311	0.339	40.179	6.335	3.508	54.9699712849408	1	0.1839	0.216935461535313	0.390363945217912	0.128766140200143	0.176661643288183	0.157134102681048	0.143440927666128	4.138	63.6	0.02680	0.96	0.727	0.0200491671778227	0.246	0.183	0.172	0.167	6.09773275413478
120.0	0.170	0.161	0.319	0.152	0.000	0.413	0.319	2.118	0.247	2.860	9.784	7.683	0.480	0.380	5.757	12.199	0.154	0.186	0.311	0.339	39.839	6.272	3.454	54.39563402696	1	0.1839	0.216942336876983	0.388021346619689	0.128783360807173	0.176437285320919	0.156948299922383	0.143420967342111	4.110	62.8	0.02680	0.95	0.727	0.0200284509587191	0.245	0.182	0.171	0.166	6.03320150711596
120.5	0.170	0.161	0.317	0.152	0.000	0.413	0.317	2.102	0.247	2.840	9.683	7.603	0.473	0.377	5.696	12.071	0.154	0.185	0.311	0.339	39.385	6.209	3.400	53.8292057052961	1	0.1839	0.216951787316808	0.385706548490038	0.128801913114707	0.176216664917303	0.156765896964905	0.143403159878613	4.083	62.2	0.02662	0.95	0.728	0.0200077793070795	0.244	0.182	0.171	0.166	5.96964288734772
121.0	0.170	0.161	0.317	0.152	0.000	0.413	0.317	2.094	0.247	2.820	9.584	7.524	0.469	0.377	5.636	11.945	0.154	0.185	0.311	0.339	39.044	6.148	3.347	53.2705394432461	1	0.1840	0.216963776020853	0.38341908352076	0.128821778099063	0.175999725179305	0.15658684186109	0.143387474279296	4.055	61.4	0.02662	0.94	0.728	0.0199871509453192	0.243	0.182	0.171	0.166	5.90703806767878
121.5	0.169	0.161	0.315	0.152	0.000	0.410	0.315	2.079	0.248	2.800	9.487	7.446	0.462	0.377	5.577	11.821	0.154	0.185	0.310	0.337	38.590	6.087	3.296	52.7194919695384	1	0.1840	0.216978266859926	0.381158494447824	0.128842937096443	0.175786410345796	0.156411083710388	0.143373880155513	4.029	60.9	0.02662	0.94	0.728	0.0199665645970718	0.243	0.181	0.171	0.166	5.84536866359581
122.0	0.169	0.161	0.315	0.151	0.000	0.410	0.315	2.063	0.248	2.780	9.391	7.370	0.459	0.375	5.519	11.698	0.154	0.185	0.310	0.337	38.250	6.028	3.245	52.175923507389	1	0.1840	0.21699522439295	0.378924333790016	0.128865371794542	0.17557666576464	0.156238572633322	0.143362347711623	4.002	60.3	0.02645	0.93	0.728	0.0199460189873342	0.242	0.181	0.171	0.166	5.78461672102258
122.5	0.169	0.160	0.315	0.151	0.000	0.410	0.315	2.055	0.248	2.760	9.297	7.294	0.455	0.375	5.462	11.578	0.154	0.185	0.310	0.337	37.796	5.969	3.195	51.6396976676297	1	0.1841	0.217014613850786	0.376716163595543	0.128889064224375	0.175370437865601	0.156069259746337	0.143352847730734	3.976	59.7	0.02645	0.93	0.728	0.0199255128426411	0.241	0.18	0.17	0.165	5.72476470450407
123.0	0.169	0.160	0.313	0.151	0.000	0.408	0.313	2.039	0.248	2.740	9.203	7.220	0.448	0.375	5.406	11.459	0.154	0.185	0.310	0.337	37.455	5.912	3.146	51.1106813457057	1	0.1841	0.217036401120532	0.374533555196325	0.128913996752345	0.175167674134035	0.155903097137384	0.143345351560852	3.950	59.1	0.02645	0.92	0.729	0.0199050448912111	0.24	0.18	0.17	0.165	5.66579548576136
123.5	0.169	0.160	0.313	0.151	0.000	0.408	0.313	2.024	0.248	2.720	9.112	7.146	0.445	0.373	5.350	11.342	0.154	0.183	0.310	0.335	37.001	5.855	3.097	50.5887446224179	1	0.1841	0.217060552730228	0.372376088969684	0.128940152072515	0.174968323085327	0.155740037842217	0.143339831101419	3.925	58.5	0.02645	0.92	0.729	0.0198846138631029	0.24	0.18	0.17	0.165	5.60769233260468
124.0	0.167	0.160	0.313	0.151	0.000	0.408	0.313	2.016	0.248	2.700	9.021	7.074	0.441	0.373	5.296	11.227	0.154	0.183	0.310	0.335	36.661	5.800	3.050	50.0737606682228	1	0.1842	0.21708703583401	0.370243354107192	0.128967513199106	0.17477233424007	0.155580035821363	0.143336258790226	3.900	57.8	0.02627	0.91	0.729	0.019864218490339	0.239	0.18	0.17	0.165	5.55043889819204
124.5	0.167	0.160	0.311	0.151	0.000	0.405	0.311	2.000	0.248	2.680	8.932	7.003	0.434	0.370	5.242	11.113	0.154	0.183	0.310	0.335	36.320	5.745	3.003	49.565605650968	1	0.1842	0.217115818197654	0.368134948390442	0.128996063459185	0.174579658099952	0.15542304593776	0.143334607590714	3.875	57.2	0.02627	0.91	0.729	0.0198438575071038	0.239	0.18	0.17	0.165	5.49401921062077
125.0	0.167	0.159	0.311	0.150	0.000	0.405	0.311	1.992	0.248	2.660	8.845	6.933	0.431	0.370	5.189	11.001	0.154	0.183	0.310	0.335	35.980	5.691	2.957	49.0641586469059	1	0.1842	0.217146868184522	0.366050477973471	0.129025786485557	0.174390246124317	0.15526902393503	0.1433348509796	3.850	56.6	0.02627	0.90	0.730	0.0198235296498147	0.238	0.179	0.169	0.164	5.43841766284112
125.5	0.167	0.159	0.311	0.150	0.000	0.405	0.311	1.976	0.248	2.640	8.758	6.864	0.427	0.370	5.137	10.891	0.154	0.183	0.310	0.332	35.639	5.638	2.912	48.5693015548657	1	0.1843	0.217180154741896	0.363989557171647	0.129056666209854	0.174204050707401	0.155117926416378	0.143336962934878	3.826	56.2	0.02610	0.90	0.730	0.0198032336573209	0.237	0.178	0.169	0.164	5.38361900288032
126.0	0.167	0.159	0.309	0.150	0.000	0.405	0.309	1.969	0.248	2.630	8.673	6.795	0.424	0.368	5.085	10.782	0.154	0.182	0.310	0.332	35.299	5.586	2.867	48.0809190134257	1	0.1843	0.217215647387674	0.361951808256784	0.129088686855798	0.174021025156193	0.154969710824073	0.143340917924129	3.802	55.6	0.02610	0.90	0.730	0.019782968271005	0.236	0.178	0.169	0.164	5.32960832436627
126.5	0.166	0.159	0.309	0.150	0.000	0.402	0.309	1.953	0.248	2.610	8.589	6.728	0.420	0.368	5.034	10.675	0.154	0.182	0.309	0.332	34.958	5.535	2.823	47.5988983210203	1	0.1844	0.217253316197435	0.359936861258264	0.129121832932656	0.173841123668932	0.154824335419526	0.14334669089317	3.778	55.1	0.02610	0.89	0.730	0.0197627322349301	0.236	0.178	0.169	0.164	5.2763710573408
127.0	0.166	0.159	0.309	0.150	0.000	0.402	0.309	1.945	0.248	2.590	8.506	6.662	0.413	0.368	4.984	10.570	0.155	0.182	0.309	0.332	34.618	5.484	2.780	47.1231293587919	1	0.1844	0.217293131791841	0.357944353769992	0.12915608922886	0.173664301314187	0.154681759263917	0.143354257255001	3.755	54.5	0.02610	0.89	0.731	0.0197425242959475	0.235	0.178	0.169	0.164	5.22389295935248
127.5	0.166	0.158	0.307	0.149	0.000	0.402	0.307	1.929	0.249	2.570	8.425	6.596	0.410	0.366	4.935	10.465	0.155	0.182	0.309	0.330	34.277	5.435	2.738	46.653504516145	1	0.1845	0.217335065324386	0.355973930762961	0.129191440805804	0.173490514010534	0.15454194219936	0.14336359287907	3.731	53.9	0.02593	0.88	0.731	0.0197223432038696	0.234	0.177	0.168	0.163	5.17216010681925
128.0	0.166	0.158	0.307	0.149	0.000	0.400	0.307	1.921	0.249	2.550	8.344	6.532	0.406	0.366	4.886	10.363	0.155	0.182	0.309	0.330	33.937	5.386	2.697	46.1899186188474	1	0.1845	0.217379088469472	0.354025244403262	0.129227872991795	0.173319718506783	0.154404844830604	0.143374674080816	3.709	53.3	0.02593	0.88	0.731	0.0197021877115429	0.234	0.177	0.167	0.163	5.12115888665196
128.5	0.166	0.158	0.307	0.149	0.000	0.400	0.307	1.906	0.249	2.540	8.265	6.469	0.403	0.366	4.838	10.262	0.155	0.182	0.309	0.330	33.596	5.338	2.656	45.7322688596017	1	0.1846	0.21742517341079	0.352097953875342	0.129265371376173	0.173151872362746	0.154270428507231	0.143387477611504	3.686	52.9	0.02593	0.88	0.731	0.0196820565750084	0.233	0.177	0.167	0.163	5.07087598812965
129.0	0.165	0.158	0.305	0.149	0.000	0.400	0.305	1.898	0.249	2.520	8.187	6.406	0.399	0.363	4.791	10.162	0.155	0.181	0.309	0.330	33.256	5.290	2.615	45.2804547309853	1	0.1846	0.217473292830026	0.350191725210351	0.129303921803584	0.172986933930552	0.154138655306348	0.143401980648333	3.664	52.4	0.02593	0.87	0.732	0.0196619485535903	0.233	0.177	0.167	0.163	5.02129839501843
129.5	0.165	0.158	0.305	0.149	0.000	0.400	0.305	1.882	0.249	2.500	8.109	6.344	0.396	0.363	4.745	10.063	0.155	0.181	0.309	0.328	32.915	5.244	2.576	44.8343779606549	1	0.1847	0.217523419895847	0.348306231119392	0.129343510368388	0.172824862336441	0.154009488015757	0.143418160784813	3.641	51.8	0.02575	0.87	0.732	0.0196418624100528	0.232	0.177	0.167	0.163	4.97241337792529
130.0	0.165	0.157	0.305	0.149	0.000	0.397	0.305	1.874	0.249	2.480	8.033	6.283	0.392	0.363	4.699	9.966	0.155	0.181	0.309	0.328	32.575	5.198	2.537	44.3939424487471	1	0.1847	0.21757552825319	0.346441150831546	0.129384123409236	0.172665617463082	0.153882890117582	0.143435996021388	3.620	51.4	0.02575	0.86	0.732	0.0196217969106573	0.231	0.176	0.166	0.162	4.92420848687949
130.5	0.165	0.157	0.303	0.148	0.000	0.397	0.303	1.866	0.249	2.470	7.959	6.223	0.385	0.361	4.653	9.871	0.155	0.181	0.309	0.328	32.348	5.153	2.499	43.9590542073728	1	0.1848	0.217629592012823	0.344596169936474	0.129425747503766	0.172509159932355	0.153758825772346	0.143455464756327	3.598	50.8	0.02575	0.86	0.733	0.0196017508253403	0.231	0.175	0.166	0.162	4.87667154413345
131.0	0.165	0.157	0.303	0.148	0.000	0.397	0.303	1.850	0.249	2.460	7.885	6.164	0.382	0.361	4.609	9.776	0.155	0.181	0.309	0.328	32.007	5.108	2.461	43.5296213021306	1	0.1848	0.217685585741179	0.342770980231482	0.129468369463447	0.172355451088588	0.153637259803473	0.143476545776841	3.577	50.4	0.02575	0.86	0.733	0.0195817229277768	0.23	0.175	0.166	0.162	4.82979063717611
131.5	0.164	0.157	0.303	0.148	0.000	0.394	0.303	1.843	0.249	2.440	7.812	6.105	0.378	0.361	4.565	9.683	0.155	0.181	0.309	0.326	31.667	5.064	2.424	43.1055537955625	1	0.1849	0.217743484450454	0.34096527957289	0.129511976328551	0.172204452982264	0.153518157682217	0.143499218250447	3.556	49.9	0.02558	0.85	0.733	0.0195617119955035	0.23	0.175	0.166	0.162	4.78355411195163
132.0	0.164	0.157	0.301	0.148	0.000	0.394	0.301	1.835	0.249	2.420	7.740	6.048	0.375	0.359	4.521	9.592	0.155	0.180	0.309	0.326	31.440	5.021	2.388	42.6867636924776	1	0.1850	0.217803263588962	0.339178771731567	0.129556555363256	0.172056128354151	0.153401485512991	0.143523461716546	3.535	49.5	0.02558	0.85	0.734	0.0195417168100278	0.229	0.175	0.166	0.162	4.73795056627664
132.5	0.164	0.156	0.301	0.148	0.000	0.394	0.301	1.827	0.250	2.410	7.669	5.991	0.371	0.359	4.478	9.501	0.155	0.180	0.309	0.326	31.099	4.979	2.352	42.27316488707	1	0.1850	0.217864899031732	0.3374111662525	0.129602094050872	0.17191044061985	0.153287210019088	0.143549256078241	3.514	48.9	0.02558	0.85	0.734	0.0195217361569087	0.228	0.174	0.165	0.161	4.6929688434495
133.0	0.164	0.156	0.301	0.147	0.000	0.394	0.301	1.811	0.250	2.390	7.599	5.935	0.368	0.359	4.436	9.412	0.155	0.180	0.309	0.326	30.759	4.937	2.317	41.864673111764	1	0.1851	0.217928367071357	0.335662178318269	0.129648580089185	0.171767353854765	0.153175298528789	0.143576581594346	3.494	48.5	0.02558	0.84	0.734	0.0195017688259148	0.228	0.174	0.165	0.16	4.64859802604532
133.5	0.164	0.156	0.301	0.147	0.000	0.391	0.301	1.803	0.250	2.370	7.530	5.879	0.364	0.359	4.394	9.324	0.155	0.180	0.309	0.326	30.532	4.895	2.282	41.4612058877317	1	0.1852	0.217993644409061	0.333931528616307	0.129696001385924	0.171626832779456	0.153065718961831	0.143605418871623	3.474	48.1	0.02540	0.84	0.735	0.0194818136110457	0.227	0.174	0.165	0.16	4.60482742989049
134.0	0.164	0.156	0.300	0.147	0.000	0.391	0.300	1.795	0.250	2.370	7.462	5.825	0.361	0.356	4.353	9.237	0.155	0.180	0.309	0.323	30.191	4.855	2.248	41.0626824769872	1	0.1852	0.218060708146005	0.332218943209809	0.129744346054341	0.17148884274539	0.152958439816247	0.14363574885721	3.454	47.5	0.02540	0.84	0.735	0.0194618693106935	0.227	0.174	0.165	0.16	4.56164659821127
134.5	0.163	0.156	0.300	0.147	0.000	0.391	0.300	1.787	0.250	2.350	7.395	5.771	0.357	0.356	4.313	9.151	0.155	0.180	0.309	0.323	29.964	4.815	2.214	40.6690238360518	1	0.1853	0.21812953577481	0.330524153412204	0.129793602408896	0.17135334972105	0.152853430155528	0.143667552831242	3.434	47.1	0.02540	0.83	0.735	0.0194419347277109	0.226	0.174	0.165	0.16	4.51904529595022
135.0	0.163	0.156	0.300	0.147	0.000	0.391	0.300	1.780	0.250	2.340	7.328	5.717	0.354	0.356	4.273	9.067	0.155	0.179	0.309	0.323	29.737	4.775	2.182	40.2801525710785	1	0.1854	0.218200105171287	0.328846895665048	0.129843758961054	0.171220320278417	0.152750659596154	0.143700812399668	3.414	46.8	0.02540	0.83	0.736	0.0194220086694961	0.226	0.173	0.165	0.16	4.47701350424563
135.5	0.163	0.155	0.298	0.147	0.000	0.389	0.298	1.764	0.250	2.320	7.263	5.665	0.354	0.354	4.233	8.983	0.155	0.179	0.309	0.323	29.397	4.736	2.149	39.8959928944186	1	0.1854	0.218272394586381	0.32718691141925	0.129894804415189	0.171089721579802	0.152650098295425	0.143735509487252	3.395	46.4	0.02523	0.83	0.736	0.0194020899481062	0.225	0.172	0.164	0.159	4.43554141506826
136.0	0.163	0.155	0.298	0.146	0.000	0.389	0.298	1.756	0.250	2.310	7.199	5.613	0.349	0.354	4.194	8.901	0.155	0.179	0.309	0.321	29.170	4.698	2.117	39.5164705825582	1	0.1855	0.218346382638317	0.325543947019517	0.129946727664582	0.170961521365009	0.152551716939617	0.143771626330746	3.376	45.8	0.02523	0.82	0.736	0.0193821773803399	0.224	0.172	0.164	0.159	4.39461942601059
