E(keV)	tissue(ICRU44)	water	bonecortical(ICRU44)	adipose	aria	Al	Ca	Fe	C	Cu	Ag	Sn	Ba	Si	CsI	GadOX	polietilene	PMMA	teflon	glass(Pyrex)	Pb	CdTe	ZnSe(Te)	W	Mo	PMMA(wat1999)	Poliossimetilene	CaCl2	etanolo	CaCl2_H2O_100	CaCl2_etanolo_150	CaCl2_etanolo_50	Ottone(Cu_06_Zn_04)	Au	Mg	Ti	mix	H	HA_800mg_Idrossiapatite_in_water	HA_200mg_Idrossiapatite_in_water	HA_100mg_Idrossiapatite_in_water	HA_50mg_Idrossiapatite_in_water	I
136.5	0.163	0.155	0.298	0.146	0.000	0.389	0.298	1.748	0.250	2.290	7.135	5.562	0.345	0.354	4.156	8.820	0.155	0.179	0.309	0.321	28.943	4.660	2.086	39.1415129353829	1	0.1856	0.218422048304936	0.323917753591935	0.129999517787524	0.170835687938843	0.152455486732449	0.143809145472241	3.357	45.4	0.02523	0.82	0.737	0.0193622697878223	0.224	0.172	0.164	0.159	4.3542381352236
137.0	0.162	0.155	0.298	0.146	0.000	0.389	0.298	1.740	0.251	2.290	7.072	5.512	0.342	0.352	4.118	8.740	0.156	0.179	0.309	0.321	28.602	4.623	2.055	38.7710487367186	1	0.1857	0.218499370916224	0.322308086934553	0.13005316404351	0.17071219015892	0.152361379383846	0.143848049752686	3.338	45.0	0.02523	0.82	0.737	0.0193423659970855	0.223	0.172	0.164	0.159	4.31438833649636
137.5	0.162	0.155	0.296	0.146	0.000	0.386	0.296	1.732	0.251	2.270	7.010	5.462	0.339	0.352	4.080	8.660	0.156	0.179	0.309	0.321	28.375	4.587	2.025	38.4050082161036	1	0.1857	0.218578330147025	0.320714707410929	0.13010765586953	0.170590997423806	0.152269367098982	0.14388832230557	3.320	44.6	0.02523	0.81	0.737	0.0193224648396719	0.223	0.172	0.164	0.159	4.2750610144741
138.0	0.162	0.155	0.296	0.146	0.000	0.386	0.296	1.724	0.251	2.260	6.949	5.413	0.336	0.352	4.043	8.582	0.156	0.177	0.309	0.321	28.148	4.550	1.995	38.0433230117451	1	0.1858	0.218658906009933	0.319137379846497	0.130162982876448	0.170472079661446	0.152179422567616	0.143929946550759	3.302	44.2	0.02506	0.81	0.738	0.0193025651521745	0.223	0.172	0.163	0.159	4.23624734000995
138.5	0.162	0.154	0.296	0.146	0.000	0.386	0.296	1.717	0.251	2.240	6.889	5.364	0.333	0.352	4.007	8.505	0.156	0.177	0.309	0.319	27.808	4.515	1.965	37.6859261346271	1	0.1859	0.218741078848358	0.317575873427701	0.130219134845468	0.170355407317892	0.152091518953696	0.143972906188492	3.284	43.9	0.02506	0.81	0.738	0.0192826657764	0.222	0.171	0.162	0.158	4.19793866564674
139.0	0.162	0.154	0.294	0.145	0.000	0.386	0.294	1.709	0.251	2.230	6.829	5.316	0.330	0.350	3.971	8.429	0.156	0.177	0.309	0.319	27.581	4.480	1.936	37.3327519337092	1	0.1860	0.218824829329763	0.316029961603799	0.130276101724685	0.170240951346307	0.15200562988522	0.144017185193525	3.266	43.5	0.02506	0.80	0.738	0.0192627655593517	0.221	0.171	0.162	0.158	4.16012652122412
139.5	0.162	0.154	0.294	0.145	0.000	0.383	0.294	1.701	0.251	2.210	6.770	5.269	0.327	0.350	3.935	8.354	0.156	0.177	0.309	0.319	27.354	4.445	1.908	36.9837360622004	1	0.1861	0.218910138439058	0.314499421991263	0.130333873625724	0.17012868319626	0.151921729444363	0.144062767809415	3.248	43.1	0.02506	0.80	0.739	0.0192428633533796	0.221	0.171	0.162	0.158	4.12280260960763
140.0	0.161	0.154	0.294	0.145	0.000	0.383	0.294	1.693	0.251	2.200	6.712	5.222	0.324	0.350	3.900	8.280	0.156	0.177	0.309	0.319	27.127	4.411	1.880	36.6388154448527	1	0.1861	0.218996987472166	0.312984036280687	0.130392440820454	0.170018574803271	0.151839792157847	0.144109638542957	3.231	42.7	0.02488	0.80	0.739	0.0192229580162217	0.22	0.171	0.162	0.158	4.08595880253563
140.5	0.161	0.154	0.294	0.145	0.000	0.383	0.294	1.685	0.251	2.200	6.655	5.176	0.322	0.350	3.866	8.207	0.156	0.177	0.309	0.319	26.900	4.378	1.852	36.2979282462453	0	0.1862	0.219085358029733	0.311483590146136	0.130451793737783	0.169910598578634	0.151759792987552	0.14415778215874	3.213	42.3	0.02488	0.79	0.740	0.0192030484111033	0.22	0.17	0.162	0.158	4.04958713658037
141.0	0.161	0.153	0.292	0.145	0.000	0.383	0.292	1.677	0.252	2.180	6.598	5.131	0.319	0.347	3.832	8.135	0.156	0.176	0.309	0.317	26.673	4.344	1.825	35.9610138400292	0	0.1863	0.219175232010993	0.309997873156859	0.130511922960523	0.169804727399475	0.151681707321375	0.144207183673855	3.196	41.9	0.02488	0.79	0.740	0.0191831334067748	0.219	0.169	0.161	0.157	4.01367980922005
141.5	0.161	0.153	0.292	0.145	0.000	0.383	0.292	1.669	0.252	2.170	6.542	5.086	0.316	0.347	3.798	8.063	0.156	0.176	0.309	0.317	26.446	4.312	1.798	35.6280127790815	0	0.1864	0.219266591607785	0.308526678691296	0.130572819222345	0.169700934599073	0.15160551096429	0.144257828352722	3.179	41.5	0.02488	0.79	0.740	0.0191632118776289	0.218	0.169	0.161	0.157	3.97822917501781
142.0	0.161	0.153	0.292	0.144	0.000	0.381	0.292	1.661	0.252	2.160	6.487	5.041	0.313	0.347	3.765	7.993	0.156	0.176	0.309	0.317	26.219	4.279	1.772	35.298866766564	0	0.1865	0.2193594192987	0.30706980385331	0.130634473404787	0.169599193957409	0.151531180129655	0.14430970170204	3.162	41.2	0.02488	0.79	0.741	0.0191432827037348	0.218	0.169	0.161	0.157	3.94322774190509
142.5	0.161	0.153	0.292	0.144	0.000	0.381	0.292	1.654	0.252	2.140	6.433	4.997	0.310	0.345	3.732	7.924	0.156	0.176	0.309	0.317	25.992	4.248	1.746	34.9735186278321	0	0.1866	0.219453697843381	0.305627049390586	0.130696876534343	0.169499479691947	0.151458691430725	0.144362789465867	3.146	40.8	0.02471	0.78	0.741	0.0191233447709421	0.218	0.169	0.161	0.157	3.90866816756559
143.0	0.160	0.153	0.290	0.144	0.000	0.381	0.290	1.646	0.252	2.130	6.379	4.954	0.308	0.345	3.699	7.855	0.156	0.176	0.309	0.317	25.765	4.216	1.721	34.6519122831714	0	0.1866	0.219549410276948	0.304198219615114	0.130760019779619	0.169401766448646	0.151388021872368	0.144417077620819	3.129	40.4	0.02471	0.78	0.742	0.0191033969708965	0.217	0.169	0.161	0.157	3.87454325591702
143.5	0.160	0.153	0.290	0.144	0.000	0.381	0.290	1.638	0.252	2.120	6.326	4.911	0.305	0.345	3.667	7.787	0.156	0.176	0.309	0.314	25.538	4.186	1.696	34.3339927213437	0	0.1867	0.219646539904559	0.30278312232572	0.130823894448555	0.169306029293184	0.151319148842994	0.14447255237137	3.113	40.2	0.02471	0.78	0.742	0.019083438201178	0.217	0.169	0.161	0.157	3.84084595368759
144.0	0.160	0.152	0.290	0.144	0.000	0.378	0.290	1.630	0.252	2.120	6.274	4.869	0.303	0.345	3.636	7.720	0.156	0.175	0.309	0.314	25.311	4.155	1.671	34.019705973897	0	0.1868	0.219745070296096	0.301381568732561	0.130888491985709	0.169212243702403	0.151252050106671	0.144529200145287	3.097	39.8	0.02471	0.77	0.742	0.019063467365307	0.216	0.168	0.16	0.156	3.80756934708455
144.5	0.160	0.152	0.290	0.144	0.000	0.378	0.290	1.622	0.253	2.100	6.222	4.827	0.300	0.343	3.604	7.654	0.156	0.175	0.309	0.314	25.084	4.125	1.647	33.7089990902294	0	0.1869	0.219844985280978	0.299993373383544	0.130953803969605	0.169120385555953	0.151186703795444	0.144587007589154	3.081	39.4	0.02471	0.77	0.743	0.019043483372844	0.216	0.168	0.16	0.156	3.77470665855158
145.0	0.160	0.152	0.288	0.144	0.000	0.378	0.288	1.614	0.253	2.090	6.171	4.786	0.298	0.343	3.573	7.589	0.157	0.175	0.309	0.314	24.857	4.095	1.623	33.4018201133738	0	0.1870	0.219946268943091	0.298618354092608	0.131019822110148	0.169030431128144	0.15112308840183	0.144645961564012	3.065	39.0	0.02453	0.77	0.743	0.0190234851394271	0.215	0.168	0.16	0.156	3.74225124361283
145.5	0.160	0.152	0.288	0.144	0.000	0.378	0.288	1.606	0.253	2.080	6.120	4.746	0.295	0.343	3.543	7.525	0.157	0.175	0.309	0.314	24.630	4.066	1.600	33.0981180564735	0	0.1871	0.220048905615841	0.297256331869805	0.131086538246086	0.168942357079981	0.151061182771501	0.144706049141106	3.049	38.8	0.02453	0.77	0.744	0.0190034715868745	0.215	0.168	0.16	0.156	3.71019658780069
146.0	0.159	0.152	0.288	0.144	0.000	0.378	0.288	1.598	0.253	2.070	6.070	4.705	0.293	0.343	3.513	7.461	0.157	0.175	0.309	0.312	24.403	4.037	1.576	32.797842879949	0	0.1872	0.220152879877316	0.295907130853148	0.131153944342543	0.168856140451409	0.151000966096136	0.144767257597715	3.034	38.5	0.02453	0.76	0.744	0.018983441643199	0.215	0.168	0.16	0.156	3.67853630366498
146.5	0.159	0.152	0.288	0.144	0.000	0.375	0.288	1.591	0.253	2.060	6.021	4.666	0.290	0.340	3.483	7.398	0.157	0.175	0.309	0.312	24.289	4.009	1.554	32.5009454692931	0	0.1873	0.22025817654556	0.294570578242158	0.1312220324886	0.168771758653726	0.150942417906454	0.144829574413104	3.019	38.1	0.02453	0.76	0.745	0.0189633942426875	0.214	0.168	0.16	0.156	3.64726412786089
147.0	0.159	0.151	0.286	0.144	0.000	0.375	0.286	1.583	0.253	2.040	5.972	4.627	0.288	0.340	3.454	7.336	0.157	0.175	0.309	0.312	24.062	3.981	1.531	32.2073776135146	0	0.1874	0.220364780673964	0.293246504233064	0.131290794894937	0.168689189462181	0.150885518065411	0.144892987264551	3.003	37.9	0.02453	0.76	0.745	0.0189433283259795	0.213	0.167	0.159	0.155	3.61637391831373
147.5	0.159	0.151	0.286	0.144	0.000	0.375	0.286	1.583	0.253	2.030	5.924	4.588	0.285	0.340	3.425	7.275	0.157	0.174	0.309	0.312	23.835	3.953	1.509	31.9170919841851	0	0.1875	0.220472677546747	0.29193474195562	0.13136022389152	0.168608411008749	0.150830246761541	0.144957484023476	2.988	37.5	0.02436	0.76	0.745	0.0189232428400941	0.213	0.166	0.159	0.155	3.58585965145763
148.0	0.159	0.151	0.286	0.144	0.000	0.375	0.286	1.575	0.254	2.030	5.877	4.550	0.283	0.340	3.396	7.214	0.157	0.174	0.309	0.312	23.608	3.926	1.488	31.630042115076	0	0.1876	0.220581852674554	0.290635127411485	0.131430311925348	0.168529401775074	0.150776584502486	0.145023052751657	2.974	37.1	0.02436	0.75	0.746	0.018903136738511	0.212	0.166	0.159	0.155	3.55571541954673
148.5	0.159	0.151	0.286	0.143	0.000	0.373	0.286	1.567	0.254	2.020	5.830	4.512	0.281	0.340	3.368	7.154	0.157	0.174	0.309	0.310	23.495	3.899	1.466	31.3461823823601	0	0.1877	0.220692291790147	0.28934749941411	0.131501051558249	0.168452140585577	0.150724512108656	0.145089681697535	2.959	36.9	0.02436	0.75	0.746	0.0188830089812085	0.212	0.166	0.159	0.155	3.52593542803604
149.0	0.158	0.151	0.284	0.143	0.000	0.373	0.284	1.559	0.254	2.010	5.783	4.474	0.278	0.338	3.340	7.095	0.157	0.174	0.309	0.310	23.268	3.872	1.445	31.0654679853729	0	0.1878	0.220803980844193	0.288071699530115	0.131572435464722	0.16837660660073	0.15067401070704	0.145157359292605	2.944	36.5	0.02436	0.75	0.747	0.0188628585347249	0.212	0.166	0.159	0.155	3.49651399303045
149.5	0.158	0.151	0.284	0.143	0.000	0.373	0.284	1.551	0.254	2.000	5.738	4.437	0.276	0.338	3.312	7.037	0.157	0.174	0.309	0.310	23.041	3.846	1.425	30.7878549279032	0	0.1879	0.220916906001152	0.286807572022099	0.131644456429833	0.168302779310475	0.150625061725173	0.145226074147887	2.930	36.1	0.02436	0.75	0.747	0.0188426843722263	0.211	0.166	0.159	0.155	3.46744553879951

